dataset,rel_path,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_hue,std_hue,hue_entropy,mean_saturation,mean_value,lab_L,lab_a,lab_b,colorfulness
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00027.jpg,196.636474609375,192.13265991210938,194.65306091308594,62.766666412353516,67.59371948242188,62.06649398803711,0.39015698432922363,0.34346434473991394,-3.6217392647360396,0.09740712493658066,0.7874850034713745,77.34239196777344,2.5077507495880127,-0.8989586234092712,18.75704002380371
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00028.jpg,198.10459899902344,194.94642639160156,197.2538299560547,63.09942626953125,66.56421661376953,60.46379470825195,0.3545878231525421,0.3243860900402069,-3.268434127968575,0.09146034717559814,0.7977791428565979,78.27387237548828,1.9421935081481934,-0.9897648692131042,17.9605712890625
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00029.jpg,177.21046447753906,171.4272918701172,171.64413452148438,69.59544372558594,74.12982940673828,72.1781005859375,0.38207727670669556,0.36150670051574707,-3.0667732103283507,0.11848893761634827,0.7061124444007874,69.45075988769531,2.548835277557373,0.5956192016601562,17.083677291870117
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00030.jpg,216.31504821777344,212.3903045654297,216.7908172607422,51.74349594116211,56.03495788574219,51.81370544433594,0.400623083114624,0.33649858832359314,-2.8711842820138522,0.07634912431240082,0.8709483742713928,84.95404052734375,2.476775884628296,-1.765561819076538,18.98383903503418
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00031.jpg,217.86734008789062,210.81887817382812,213.59310913085938,47.38291549682617,53.44227981567383,48.83603286743164,0.39647549390792847,0.3445855379104614,-2.9663528555467584,0.0910213440656662,0.8715186715126038,84.6903305053711,3.2906486988067627,-0.5720929503440857,21.64443016052246
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00032.jpg,215.89540100097656,207.5956573486328,214.90689086914062,49.4786262512207,55.98843765258789,48.33408737182617,0.4773778021335602,0.34458595514297485,-3.1138208804161227,0.10117382556200027,0.8703681826591492,83.73065185546875,4.624279499053955,-2.741865873336792,24.131654739379883
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00033.jpg,207.9119873046875,197.73086547851562,200.07908630371094,50.966712951660156,59.42951965332031,57.3763427734375,0.4302220344543457,0.35012200474739075,-2.3318054038835765,0.12482896447181702,0.8348039388656616,80.14716339111328,4.572879314422607,0.15125741064548492,27.8209228515625
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00034.jpg,218.93240356445312,212.3596954345703,210.34693908691406,47.23026657104492,54.297725677490234,55.71371078491211,0.3049202859401703,0.34523534774780273,-3.745499553868044,0.08023055642843246,0.8649910092353821,85.0398178100586,2.2050986289978027,1.9425323009490967,19.548646926879883
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00035.jpg,215.77040100097656,208.31504821777344,211.29209899902344,51.77138137817383,58.25735855102539,54.20240020751953,0.38553938269615173,0.34985384345054626,-3.0184294499095747,0.09382464736700058,0.8627650737762451,83.73451232910156,3.5184643268585205,-0.5976510643959045,22.036317825317383
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00036.jpg,211.0727081298828,202.3890380859375,211.01785278320312,51.15147399902344,57.68927001953125,48.39674377441406,0.4791877865791321,0.3335082530975342,-2.8264466258417125,0.1142418161034584,0.8576130867004395,81.90503692626953,5.110602378845215,-3.412621259689331,26.510374069213867
